id,titre,prix_mad,ville,quartier,surface_m2,nb_chambres,nb_salles_de_bain,prix_par_m2,scraped_at
201,Appartement à vendre 43 m² à bourgogne,1300000.0,Casablanca,Bourgogne,43.0,1,1,30232.56,2026-05-07 14:31:06.375378
202,Appartement chouka à Kénitra,610000.0,Kénitra,Ouled Oujih,80.0,2,2,7625.0,2026-05-07 14:31:06.375506
203,Appartement 76 m² en vente à Route Ain chkef,450000.0,Fès,Route Ain Chkaf,76.0,1,1,5921.05,2026-05-07 14:31:06.375631
204,Appartement à vendre 92 m² Espace dubai à Inzegan,1012000.0,Inzegan,Toute La Ville,92.0,3,1,11000.0,2026-05-07 14:31:06.375759
205,Appartement à vendre 75 m² à Kénitra,390000.0,Kénitra,Bir Rami,75.0,2,2,5200.0,2026-05-07 14:31:06.375890
206,Appartement à vendre 90 m² à Kénitra,630000.0,Kénitra,Alliance,90.0,2,2,7000.0,2026-05-07 14:31:06.376017
207,Appartement à vendre 90 m² à lotissement alliance,640000.0,Kénitra,Alliance,90.0,2,1,7111.11,2026-05-07 14:31:06.376145
208,"Appartement meublé de 76 m², ascenseur, syndic, sur la rue",798000.0,Tanger,Tanja Balia,76.0,2,1,10500.0,2026-05-07 14:31:06.376274
209,Appartement à vendre 80 m² à Kénitra,550000.0,Kénitra,Seyad,80.0,2,2,6875.0,2026-05-07 14:31:06.376422
210,2 Appartements moyen standing à vendre – Benguerir,520000.0,Ben Guerir,Toute La Ville,92.0,2,2,5652.17,2026-05-07 14:31:06.376549
211,Appartement 56 m2 avec piscine à Guéliz,896000.0,Marrakech,Guéliz,56.0,2,1,16000.0,2026-05-07 14:31:06.376677
212,Appartement 87 m² en vente à Ayn Amir à Fès,560000.0,Fès,Ain Amiyer,87.0,2,1,6436.78,2026-05-07 14:31:06.376817
213,Appartement de 50m² à Vendre à Tanger,380000.0,Tanger,Aouama Gharbia,50.0,2,1,7600.0,2026-05-07 14:31:06.376976
214,STUDIO 67 M² RÉNOVÉ À BOURGOGNE OUEST,1100000.0,Casablanca,Bourgogne,67.0,1,1,16417.91,2026-05-07 14:31:06.377107
215,Appartement à vendre Résidence Miramar \ Corniche,1850000.0,Mohammedia,Corniche,117.0,3,2,15811.97,2026-05-07 14:31:06.377236
216,Appartement à vendre 116 m² à Martil,750000.0,Martil,Toute La Ville,116.0,2,2,6465.52,2026-05-07 14:31:06.377363
217,Appartement à vendre 120 m² à Mosquée houda,1170000.0,Temara,Hoda,120.0,3,2,9750.0,2026-05-07 14:31:06.377500
218,Appartement à vendre 144 m² à 2 Mars Casablanca,1650000.0,Casablanca,2 Mars,144.0,2,2,11458.33,2026-05-07 14:31:06.377628
219,Appartement à vendre centre ville,890000.0,Kénitra,Centre,111.0,2,2,8018.02,2026-05-07 14:31:06.377758
220,Duplex à vendre avec piscine proche Guéliz,1050000.0,Marrakech,Mabrouka,95.0,3,2,11052.63,2026-05-07 14:31:06.377893
221,"Appartement à vendre devant la nouvelle gare routière, sans intermédiaire",495000.0,Tanger,Autre Secteur,60.0,2,1,8250.0,2026-05-07 14:31:06.378035
222,Appartement socoma 85 m² quartier pièces,750000.0,Marrakech,Autre Secteur,85.0,3,1,8823.53,2026-05-07 14:31:06.378182
223,Appartements de rêve à vendre avec soutien au logement de 70m à 120m,480000.0,Had Soualem,Toute La Ville,120.0,4,2,4000.0,2026-05-07 14:31:06.378317
224,Appartement à vendre,1600000.0,Agadir,Hay Mohammadi,115.0,3,2,13913.04,2026-05-07 14:31:06.378449
225,Appartement 95m2 vendables -Palmier,1750000.0,Casablanca,Palmier,95.0,2,2,18421.05,2026-05-07 14:31:06.378579
226,Annonce de vente d'appartement,360000.0,Lahraouyine,Toute La Ville,84.0,3,1,4285.71,2026-05-07 14:31:06.378705
227,Studio 50 m2 avec piscine a gueliz,9200000.0,Marrakech,Guéliz,50.0,1,1,184000.0,2026-05-07 14:31:06.378839
228,Appartement à vendre 114 m² à Casablanca,1350000.0,Casablanca,2 Mars,114.0,2,2,11842.11,2026-05-07 14:31:06.378974
229,appartement vue piscine 2 chambres à CASABAY,1250000.0,Sidi Rahal,Toute La Ville,87.0,2,2,14367.82,2026-05-07 14:31:06.379104
230,"Appartement 140 m² à Sidi Bouzid, bien rénové",480000.0,El Jadida,Autre Secteur,140.0,2,2,3428.57,2026-05-07 14:31:06.379227
231,Superbe appartement de 90 m² entièrement rénové,1260000.0,Casablanca,Nassim,90.0,2,1,14000.0,2026-05-07 14:31:06.379365
232,Appartement à vendre 60 m² à Meknès,240000.0,Meknès,Hay Salam,60.0,2,1,4000.0,2026-05-07 14:31:06.379490
233,185668-Vente Appt à Casablanca Mers Sultan de 176,2950000.0,Casablanca,Mers Sultan,176.0,3,2,16761.36,2026-05-07 14:31:06.379616
234,175015-Vente Appt à Bouskoura Bouskoura de 80 m²,900000.0,Bouskoura,,80.0,2,2,11250.0,2026-05-07 14:31:06.379743
235,Appartement de 1 à 3 chambres à Dar Bouazza,700000.0,Dar Bouazza,Toute La Ville,47.0,1,1,14893.62,2026-05-07 14:31:06.379881
236,Appartements économiques à vendre à Marrakech,400000.0,Marrakech,M'Hamid,56.0,2,1,7142.86,2026-05-07 14:31:06.380007
237,Appartement à vendre 61 m² à Marrakech,1550000.0,Marrakech,Route De Tahanaoute,61.0,1,1,25409.84,2026-05-07 14:31:06.380134
238,Appartement à vendre 81 m² à Hay Hassani Casa,1110000.0,Casablanca,Hay Hassani,81.0,2,2,13703.7,2026-05-07 14:31:06.380280
239,Appart 78m A Mazola Proche CFC,980000.0,Casablanca,Oulfa,78.0,2,2,12564.1,2026-05-07 14:31:06.380406
240,Appartement de standing à vendre à Marrakech,1500000.0,Marrakech,Semlalia,89.0,2,2,16853.93,2026-05-07 14:31:06.380532
241,Appartement luxueux à vendre à dar bouaazza,1300000.0,Dar Bouazza,Toute La Ville,96.0,2,2,13541.67,2026-05-07 14:31:06.380654
242,👉 Appartement 64m² à vendre à Azouzia 2 chambres et salon,400000.0,Marrakech,Azzouzia,64.0,2,1,6250.0,2026-05-07 14:31:06.380789
243,Appartement à vendre 50 m² à Tanger,380000.0,Tanger,Mghogha,50.0,2,1,7600.0,2026-05-07 14:31:06.380916
244,Vente Appartement à proximité de la gare routière,380000.0,Tanger,Autre Secteur,50.0,2,1,7600.0,2026-05-07 14:31:06.381043
245,Appartement à vendre avec piscine,1500000.0,Marrakech,Route De Casablanca,73.0,2,1,20547.95,2026-05-07 14:31:06.381173
246,Appartement 2 façades à vendre,1030000.0,Kénitra,Mimosas,115.0,3,2,8956.52,2026-05-07 14:31:06.381307
247,"Appartement 112 mètres, 3 façades avec soutien",830000.0,Marrakech,M'Hamid,112.0,3,1,7410.71,2026-05-07 14:31:06.381466
248,Grand appartement 160m2 (proche nouvel aéroport),1490000.0,Tétouan,Autre Secteur,160.0,3,2,9312.5,2026-05-07 14:31:06.381607
249,Nouveaux appartement à vendre de 50 m² à Tanger,380000.0,Tanger,Aouama Gharbia,50.0,2,1,7600.0,2026-05-07 14:31:06.381740
250,Appartement 86m² à vendre – Al Azdihar Marrakech,1300000.0,Marrakech,Hay Izdihar,86.0,2,2,15116.28,2026-05-07 14:31:06.381874
251,Appartement sur plan – bon investissement,1450000.0,Casablanca,Route D'El Jadida,57.0,2,1,25438.6,2026-05-07 14:31:06.382007
252,Appartement à vendre 126 m² Tafraoute à Marrakech,2583000.0,Marrakech,Hivernage,126.0,3,1,20500.0,2026-05-07 14:31:06.382132
253,Appartement r plus 2 melk cheikh,650000.0,El Jadida,Autre Secteur,120.0,3,2,5416.67,2026-05-07 14:31:06.382257
254,Appartement meublé résidence sécurisée,550000.0,El Jadida,Autre Secteur,81.0,2,1,6790.12,2026-05-07 14:31:06.382390
255,Appartement à vendre,459000.0,Tanger,La Nouvelle Ville Ibn Battouta,65.0,3,2,7061.54,2026-05-07 14:31:06.382520
256,Superbe studio au Quartier du Parc,830000.0,Mohammedia,Quartier Du Parc,65.0,1,1,12769.23,2026-05-07 14:31:06.382645
257,Rez-de-Jardin Vue Partielle sur Mer – PRIX RÉVISÉ,2700000.0,Sidi Bouknadel,Toute La Ville,211.0,4,2,12796.21,2026-05-07 14:31:06.382771
258,Appartement à vendre sur Hay Riad,4300000.0,Rabat,Hay Riad,210.0,3,3,20476.19,2026-05-07 14:31:06.382930
259,Appartement 117m² à Les Princesses,1430000.0,Casablanca,Les Princesses,117.0,2,2,12222.22,2026-05-07 14:31:06.383061
260,Appartement 67 m² à BOUSKOURA prix imbattable,690000.0,Casablanca,Autre Secteur,67.0,2,1,10298.51,2026-05-07 14:31:06.383187
261,Appartement à vendre 99 m² à Victoria,980000.0,Bouskoura,Victoria,99.0,2,2,9898.99,2026-05-07 14:31:06.383321
262,Rare Opportunité 478 m² en Vente au Cœur de Tanger,7400000.0,Tanger,Mozart,478.0,5,4,15481.17,2026-05-07 14:31:06.383446
263,Appartements à vendre Al Firdaws,260000.0,Ain Aouda,Toute La Ville,56.0,2,1,4642.86,2026-05-07 14:31:06.383572
264,Appartement Neuf 3 Chambres avec Grande Terrasse,1800000.0,Marrakech,Route De Casablanca,131.0,3,2,13740.46,2026-05-07 14:31:06.383740
265,Appart 96 m2 Mandarona à côté Bd Al qods,950000.0,Casablanca,Aïn Chock,95.0,2,1,10000.0,2026-05-07 14:31:06.383881
266,😍 Appartement rénové avec belle vue,390000.0,Marrakech,Azzouzia,59.0,2,1,6610.17,2026-05-07 14:31:06.384007
267,Appartements neufs à vendre,950000.0,Mohammedia,Riad 2,91.0,2,1,10439.56,2026-05-07 14:31:06.384191
268,Appartement à vendre 253 m² à Casablanca,4350000.0,Casablanca,Gauthier,267.0,4,4,16292.13,2026-05-07 14:31:06.384323
269,Appartement à vendre,750000.0,Mohammedia,Autre Secteur,80.0,2,1,9375.0,2026-05-07 14:31:06.384448
270,Studios & Appartements à partir de 65 Millions,650000.0,Casablanca,Ain Sebaa,127.0,2,2,5118.11,2026-05-07 14:31:06.384585
271,À vendre – Appartement haut standing à Bir Rami,790000.0,Kénitra,Bir Rami,85.0,2,2,9294.12,2026-05-07 14:31:06.384714
272,Appartement de luxe à vendre en centre-ville haute,890000.0,Kénitra,La Ville Haute,104.0,2,2,8557.69,2026-05-07 14:31:06.384848
273,Appartement à vendre 97 m² à Casablanca,1300000.0,Casablanca,Val Fleuri,97.0,1,1,13402.06,2026-05-07 14:31:06.384976
274,Appartement à vendre 100 m² à Fès,520000.0,Fès,Tghat,100.0,3,2,5200.0,2026-05-07 14:31:06.385100
275,Appartements 118m Haut Standing Maarif Ex,1750000.0,Casablanca,Maarif,118.0,3,2,14830.51,2026-05-07 14:31:06.385224
276,Projet neuf – Studios Haut Standing à 5 min de CFC,770000.0,Casablanca,Casablanca Finance City,50.0,1,1,15400.0,2026-05-07 14:31:06.385352
277,Superbe Appartement de 90m² - 880000dhs,880000.0,Casablanca,Roches Noires,90.0,2,2,9777.78,2026-05-07 14:31:06.385484
278,Appartement et garage,730000.0,Fès,Route Ain Chkaf,112.0,3,1,6517.86,2026-05-07 14:31:06.385613
279,Appartement avec terrasse😍 à vendre à Hay Azdehar,860000.0,Marrakech,Hay Izdihar,69.0,2,1,12463.77,2026-05-07 14:31:06.385743
280,Élégant Appartement Avec Vaste Espace Extérieur,2100000.0,Marrakech,Route De Fès,140.0,2,2,15000.0,2026-05-07 14:31:06.385885
281,Appartement vue sur mer à vendre à Asilah,2000000.0,Asilah,Toute La Ville,150.0,3,3,13333.33,2026-05-07 14:31:06.386011
282,Quartier Hôtel ibis,1750000.0,Tanger,Malabata,100.0,2,2,17500.0,2026-05-07 14:31:06.386166
283,Studio neuf 41 m2 à vendre à Roche Noires,640000.0,Casablanca,Roches Noires,41.0,1,1,15609.76,2026-05-07 14:31:06.386296
284,Bel Appartement Moderne Aux Palmeraies À Vendre,1500000.0,Marrakech,Palmeraie,85.0,2,2,17647.06,2026-05-07 14:31:06.386424
285,Appartement 74 m² à ALMAZ,830000.0,Casablanca,Almaz,74.0,2,1,11216.22,2026-05-07 14:31:06.386555
286,Appart 68m Maarif Ex Près Carrefour Yacoub,950000.0,Casablanca,Maârif Extension,68.0,2,2,13970.59,2026-05-07 14:31:06.386680
287,Appartement 3 Chambres Marjane Ahlan Déclaration Totale,1480000.0,Tanger,Marjane,133.0,3,2,11127.82,2026-05-07 14:31:06.386815
288,Appartement meublé neuf sur corniche Martil,1500000.0,Martil,Toute La Ville,150.0,3,1,10000.0,2026-05-07 14:31:06.386943
289,DES Appartements de 109 m² à Victoria - BOUSKOURA,855000.0,Bouskoura,Victoria,115.0,3,2,7434.78,2026-05-07 14:31:06.387131
290,Appartement à Mohammedia au quartier du Parc,1450000.0,Mohammedia,Quartier Du Parc,125.0,3,2,11600.0,2026-05-07 14:31:06.387321
291,Vente Urgente Appartement Économique AinChock Lamkansa4,430000.0,Lamkansa,Toute La Ville,60.0,2,2,7166.67,2026-05-07 14:31:06.387491
292,Appartement à vendre 110 m² à Temara,1050000.0,Temara,Ain Atig,124.0,3,2,8467.74,2026-05-07 14:31:06.387662
293,Appartement à vendre 90 m² Limoune à Ouled Teïma,585000.0,Ouled Teïma,Toute La Ville,90.0,3,1,6500.0,2026-05-07 14:31:06.387833
294,Appartement Ensoleillé 123m² au Quartier Maarif,1500000.0,Casablanca,Maârif Extension,123.0,3,2,12195.12,2026-05-07 14:31:06.388335
295,"Appartement à vendre 58 m², Oulfa Hay Hassani",286000.0,Casablanca,Oulfa,59.0,2,1,4847.46,2026-05-07 14:31:06.388601
296,Appt 3 ch salon à vendre à Val Fleuri,1800000.0,Casablanca,Val Fleuri,126.0,3,2,14285.71,2026-05-07 14:31:06.388733
297,Appartement idéal avec un bon prix,360000.0,Settat,Hay Al Kamal,102.0,2,1,3529.41,2026-05-07 14:31:06.388861
298,RACINE Superbe Appartement Rénové à Vendre 265m²,4850000.0,Casablanca,Racine,265.0,4,3,18301.89,2026-05-07 14:31:06.389023
299,TRIANGLE D’OR BEL APPT A VENDRE AVEC TERRASSE,3750000.0,Casablanca,Triangle D'Or,267.0,3,2,14044.94,2026-05-07 14:31:06.389193
300,Appartement à vendre 74 m² à Sidi maarouf,760000.0,Casablanca,Sidi Maarouf,74.0,2,2,10270.27,2026-05-07 14:31:06.389371
301,Appartement meublé piscine Haut standing,1200000.0,Marrakech,Mabrouka,70.0,2,2,17142.86,2026-05-07 14:31:06.389506
302,Appartement 2ème étage Mhamid 9,400000.0,Marrakech,M'Hamid,65.0,2,2,6153.85,2026-05-07 14:31:06.389687
303,A vendre un appartement avec terrasse,3750000.0,Casablanca,Racine,190.0,4,3,19736.84,2026-05-07 14:31:06.389914
304,Studio à vendre avec piscine,580000.0,Marrakech,Palmeraie,48.0,1,1,12083.33,2026-05-07 14:31:06.390054
305,Appartement à vendre 110 m² à Kénitra,1050000.0,Kénitra,La Ville Haute,120.0,3,2,8750.0,2026-05-07 14:31:06.390241
306,Appartement à vendre 136 m² à Casablanca,2500000.0,Casablanca,Val Fleuri,136.0,3,2,18382.35,2026-05-07 14:31:06.390465
307,À VENDRE APPARTEMENT SALON 3 CHAMBRES 70m2,735000.0,Casablanca,Autre Secteur,70.0,3,2,10500.0,2026-05-07 14:31:06.390696
308,Appartement Excellente finition Très ensoleillé,600000.0,Salé,Toute La Ville,79.0,2,1,7594.94,2026-05-07 14:31:06.390889
309,Idéal investissement appt 3ch a rénover allal fasi,950000.0,Marrakech,Allal El Fassi,91.0,3,2,10439.56,2026-05-07 14:31:06.391073
310,Appartement à vendre 118m² La Perle du Sahara Dakhla,885000.0,Dakhla,Toute La Ville,118.0,4,1,7500.0,2026-05-07 14:31:06.391220
311,Appartement traversant avec vue mer–Dernier étage,2300000.0,Casablanca,Anfa,121.0,2,1,19008.26,2026-05-07 14:31:06.391341
312,Appartement à prix raisonnable,620000.0,Agadir,Ben Serguaou,60.0,2,2,10333.33,2026-05-07 14:31:06.391527
313,Appartement titré Trialas Atlas,1600000.0,Tanger,Branes 1,113.0,3,2,14159.29,2026-05-07 14:31:06.391655
314,Appartement Neuf Badiae Nojjoum,850000.0,Marrakech,Allal El Fassi,62.0,2,1,13709.68,2026-05-07 14:31:06.391779
315,Apt Neuf 3 Chambres 1Salon roudani Maarif,1400000.0,Casablanca,Maarif,70.0,3,1,20000.0,2026-05-07 14:31:06.391985
316,A VENDRE APPARTEMENTS NEUFS AVEC TITRES FONCIERS,575000.0,Kénitra,Bir Rami,90.0,3,1,6388.89,2026-05-07 14:31:06.392239
317,Appartement à vendre à Saïd Hajji à prix symbolique,100000000.0,Salé,Said Hajji,100.0,3,2,1000000.0,2026-05-07 14:31:06.392417
318,Appartement à vendre 149 m² à Casablanca,850000.0,Casablanca,Belvédère,149.0,3,2,5704.7,2026-05-07 14:31:06.392569
319,Bel appartement de 103 m² à Bourgogne Ouest,1450000.0,Casablanca,Bourgogne,103.0,2,2,14077.67,2026-05-07 14:31:06.392806
320,À vendre un bel appartement,950000.0,Casablanca,Belvédère,105.0,2,2,9047.62,2026-05-07 14:31:06.393077
321,Superbe Rez de Jardin 2 Chambres – CFC Casablanca,2600000.0,Casablanca,Casablanca Finance City,118.0,2,2,22033.9,2026-05-07 14:31:06.393312
322,A vendre un bel Appartement refait à neuf,2950000.0,Casablanca,Triangle D'Or,200.0,3,3,14750.0,2026-05-07 14:31:06.393491
323,A vendre un appartement dans une résid balnéaire,1100000.0,Sidi Rahal,Toute La Ville,108.0,2,2,10185.19,2026-05-07 14:31:06.393683
324,Appartement à vendre sur Hay Riad,3250000.0,Rabat,Hay Riad,144.0,3,2,22569.44,2026-05-07 14:31:06.393938
325,Magnifique penthouse à vendre ou à louer à Wifac,3150000.0,Temara,Wifak,230.0,4,2,13695.65,2026-05-07 14:31:06.394127
326,Luxueux appartement à 2 Mars,1990000.0,Casablanca,2 Mars,167.0,3,3,11916.17,2026-05-07 14:31:06.394258
327,Très Bel Appartement 62m2 Quartier Palmier,1300000.0,Casablanca,Palmier,62.0,2,2,20967.74,2026-05-07 14:31:06.394375
328,Appartement à ne pas rater,250000.0,Meknès,Hay Salam,60.0,2,1,4166.67,2026-05-07 14:31:06.394489
329,Appart 118 m² Étage 3 Sidi Maarouf,1200000.0,Casablanca,Sidi Maarouf,118.0,3,2,10169.49,2026-05-07 14:31:06.394602
330,Appartement 126m² 4ème étg. terrasse à Maârif,1450000.0,Casablanca,Val Fleuri,126.0,2,2,11507.94,2026-05-07 14:31:06.394716
331,Appartement à vendre 48m² à Gueliz - Piscine Rooftop,1077000.0,Marrakech,Guéliz,49.0,1,1,21979.59,2026-05-07 14:31:06.394833
332,Appartement à vendre près des universités 47 m2,295000.0,Tanger,Al Irfane 2,47.0,2,1,6276.6,2026-05-07 14:31:06.394954
333,Appartement neuf avec ascenseur et parking,440000.0,Casablanca,Sidi Othmane,81.0,2,1,5432.1,2026-05-07 14:31:06.395065
334,PALMIER JOLI STUDIO NEUF AVEC TERRASSE À VENDRE,1235000.0,Casablanca,Palmier,54.0,1,1,22870.37,2026-05-07 14:31:06.395173
335,Appartement à vendre Résidence noria 2 chambres,2300000.0,Marrakech,Autre Secteur,84.0,2,2,27380.95,2026-05-07 14:31:06.395285
336,Appartement à vendre vue sur mer à Tanger,3500000.0,Tanger,Malabata,120.0,3,2,29166.67,2026-05-07 14:31:06.395405
337,Appart à vendre 213m² à Wifak Temara,2650000.0,Temara,Wifak,213.0,3,1,12441.31,2026-05-07 14:31:06.395521
338,167577-Vente Appt à Casablanca Racine de 203 m²,4200000.0,Casablanca,Anfa,203.0,3,2,20689.66,2026-05-07 14:31:06.395633
339,Luxueux studio en vente a Gueliz pour AIRBNB,1526500.0,Marrakech,Av Abdelkrim El Khattabi,61.0,1,1,25024.59,2026-05-07 14:31:06.395746
340,Magnifique Appartement À Vendre À La Palmeraie,1800000.0,Marrakech,Palmeraie,95.0,2,2,18947.37,2026-05-07 14:31:06.395862
341,Appartement en vente 65m² à Gueliz-Piscine Rooftop,1498000.0,Marrakech,Guéliz,65.0,1,1,23046.15,2026-05-07 14:31:06.395975
342,appartement meublé à vendre,1100000.0,Kénitra,Mimosas,110.0,3,2,10000.0,2026-05-07 14:31:06.396091
343,Appartement à vendre à Temara,960000.0,Temara,Autre Secteur,128.0,3,1,7500.0,2026-05-07 14:31:06.396202
344,LA PERLA BLANCA -E-8 25/56952,1150000.0,Benslimane,Autre Secteur,114.0,3,2,10087.72,2026-05-07 14:31:06.396326
345,Appartement à vendre 82 m² à Tétouan,8200000.0,Tétouan,Wilaya,82.0,2,2,100000.0,2026-05-07 14:31:06.396440
346,Appartement à vendre 67 m² à Sidi Rahal,530000.0,Sidi Rahal,Toute La Ville,67.0,2,2,7910.45,2026-05-07 14:31:06.396550
347,🏠 L’EXCEPTION URBAINE Duplex 66 m² à Guéliz,1518000.0,Marrakech,Guéliz,65.0,1,1,23353.85,2026-05-07 14:31:06.396661
348,Appartement à vendre 55 m² à Tanger,330000.0,Tanger,Autre Secteur,55.0,2,1,6000.0,2026-05-07 14:31:06.396774
349,Spacieux appart au cœur gueliz à côté Zara macdo,3500000.0,Marrakech,Guéliz,139.0,3,2,25179.86,2026-05-07 14:31:06.396899
350,Appartement à vendre 60 m² à Marrakech,1320000.0,Marrakech,Guéliz,60.0,2,1,22000.0,2026-05-07 14:31:06.397046
351,Appartement à vendre 78 m² à Marrakech,1800000.0,Marrakech,Agdal,118.0,2,2,15254.24,2026-05-07 14:31:06.397163
352,Duplex RDC 74 m² en vente - piscine Rooftop,1708000.0,Marrakech,Av Abdelkrim El Khattabi,74.0,1,2,23081.08,2026-05-07 14:31:06.397275
353,Tanger Balia,370000.0,Tanger,Tanja Balia,54.0,2,1,6851.85,2026-05-07 14:31:06.397421
354,Appartement à vendre 60 m² centre ville souk mlilia,330000.0,Oujda,Centre Ville,60.0,2,1,5500.0,2026-05-07 14:31:06.397531
355,Appart 101m² piscine près Semlalia Majorel Gueliz,2200000.0,Marrakech,Semlalia,101.0,2,2,21782.18,2026-05-07 14:31:06.397642
356,Appartement à vendre 69 m² à Casablanca,440000.0,Casablanca,Aïn Borja,69.0,3,1,6376.81,2026-05-07 14:31:06.397748
357,"Appartement rénové proche gare, plage et zoo",600000.0,Casablanca,Ain Sebaa,67.0,2,1,8955.22,2026-05-07 14:31:06.397862
358,Résidence Galia Boulevard Hassan II Mohammedia,1700000.0,Mohammedia,Centre Ville,125.0,3,2,13600.0,2026-05-07 14:31:06.397975
359,Appartement à vendre 65 m² à Bouznika Dahomey,650000.0,Bouznika,Autre Secteur,65.0,2,2,10000.0,2026-05-07 14:31:06.398084
360,VENTE DIRECTE SUPERBES APPARTEMENTS,860000.0,Casablanca,Hay Hassani,78.0,2,2,11025.64,2026-05-07 14:31:06.398205
361,Appartement à vendre 227 m² à Casablanca palmier,3000000.0,Casablanca,Palmier,227.0,4,3,13215.86,2026-05-07 14:31:06.398422
362,Studio de 60 m² à vendre à Marrakech,1140000.0,Marrakech,Guéliz,60.0,1,1,19000.0,2026-05-07 14:31:06.398579
363,Appartement 134 m² à vendre,1050000.0,Temara,Abbadi,134.0,3,1,7835.82,2026-05-07 14:31:06.398696
364,Appartement à vendre rue Royal Army,1500000.0,Tétouan,Centre Ville,150.0,3,2,10000.0,2026-05-07 14:31:06.398811
365,Appartement 2 ch à vendre vue sur mer,2900000.0,Tanger,Malabata,82.0,2,1,35365.85,2026-05-07 14:31:06.398922
366,Appartement à vendre 67m² à Ainsebaa,770500.0,Casablanca,Ain Sebaa,67.0,2,2,11500.0,2026-05-07 14:31:06.399039
367,Appartement à vendre 2 chambres Salon à Casa,810000.0,Bouznika,Al Kawtar,95.0,2,2,8526.32,2026-05-07 14:31:06.399150
368,Magnifique studio en rez de jardin sur résidence,1400000.0,Marrakech,Agdal,50.0,1,1,28000.0,2026-05-07 14:31:06.399258
369,Appartement à vendre 97 m² à Ferme Bretonne,1900000.0,Casablanca,Ferme Bretone,97.0,2,2,19587.63,2026-05-07 14:31:06.399366
